"uid","is_published","age","wc_description","wc_anamnesis","wc_solution","wc_outcome","ai_complete"
"exp1147","true",12,79,29,153,88,TRUE
"exp1151","true",14,195,51,320,94,TRUE
"exp1156","true",11,124,58,75,39,TRUE
"exp1158","true",11,132,22,143,69,TRUE
"exp1160","true",15,141,57,99,58,TRUE
"exp1167","true",12,117,34,138,69,TRUE
"exp1170","true",21,56,110,109,105,TRUE
"exp1140","true",14,351,183,470,68,TRUE
"exp1144","true",13,94,39,194,76,TRUE
"exp1145","true",13,106,47,142,30,TRUE
"exp1148","true",14,156,42,165,46,TRUE
"exp1149","true",7,136,NA,95,41,TRUE
"exp1152","true",17,142,122,159,45,TRUE
"exp1153","true",13,103,190,23,123,TRUE
"exp1154","true",13,162,100,137,98,TRUE
"exp1133","true",14,65,163,89,68,TRUE
"exp1134","true",11,149,80,73,19,TRUE
"exp1136","true",16,514,35,196,123,TRUE
"exp1137","true",12,133,44,128,83,TRUE
"exp1138","true",17,88,84,281,77,TRUE
"exp1141","true",24,160,65,148,27,TRUE
"exp1155","true",15,115,37,194,103,TRUE
"exp1118","true",11,191,25,267,96,TRUE
"exp1123","true",12,83,22,177,63,TRUE
"exp1125","true",15,175,52,72,53,TRUE
"exp1126","true",16,183,28,222,51,TRUE
"exp1127","true",6,153,44,228,88,TRUE
"exp1129","true",8,138,38,124,56,TRUE
"exp1130","true",14,144,40,149,114,TRUE
"exp1139","true",18,171,40,95,51,TRUE
"exp1111","true",13,68,66,83,49,TRUE
"exp1113","true",15,110,77,84,180,TRUE
"exp1115","true",11,106,37,78,50,TRUE
"exp1120","true",11,70,57,47,38,TRUE
"exp1121","true",13,152,55,257,102,TRUE
"exp1128","true",15,108,138,169,29,TRUE
"exp1095","true",16,103,90,222,61,TRUE
"exp1096","true",13,107,92,99,64,TRUE
"exp1099","true",13,136,104,135,54,TRUE
"exp1104","true",15,91,47,58,29,TRUE
"exp1105","true",14,274,148,177,157,TRUE
"exp1107","true",14,201,140,307,155,TRUE
"exp1108","true",NA,175,31,114,73,TRUE
"exp1109","true",14,89,27,47,39,TRUE
"exp1119","true",10,140,57,80,155,TRUE
"exp1089","true",9,121,193,262,110,TRUE
"exp1092","true",14,95,49,96,103,TRUE
"exp1093","true",8,172,187,402,136,TRUE
"exp1094","true",14,102,50,29,71,TRUE
"exp1100","true",12,187,79,182,65,TRUE
"exp1101","true",14,61,118,126,136,TRUE
"exp1103","true",13,151,18,70,65,TRUE
"exp1084","true",16,244,NA,433,107,TRUE
"exp1085","true",13,134,NA,35,NA,TRUE
"exp1088","true",13,106,63,164,63,TRUE
"exp1090","true",18,284,34,142,161,TRUE
"exp1091","true",12,180,68,59,121,TRUE
"exp1067","true",15,137,27,187,63,TRUE
"exp1068","true",12,97,50,50,33,TRUE
"exp1070","true",16,110,37,72,38,TRUE
"exp1071","true",11,180,24,162,90,TRUE
"exp1072","true",13,99,23,140,89,TRUE
"exp1075","true",18,102,36,88,33,TRUE
"exp1077","true",16,254,98,100,33,TRUE
"exp1079","true",11,116,74,86,38,TRUE
"exp1056","true",14,178,32,125,71,TRUE
"exp1062","true",12,94,81,147,141,TRUE
"exp1063","true",14,57,106,180,29,TRUE
"exp1065","true",15,86,31,51,59,TRUE
"exp1073","true",13,115,21,41,111,TRUE
"exp1053","true",8,339,71,112,75,TRUE
"exp1059","true",11,344,47,380,71,TRUE
"exp1060","true",15,237,37,265,176,TRUE
"exp1061","true",17,162,69,81,115,TRUE
"exp1035","true",16,148,37,74,99,TRUE
"exp1043","true",18,148,44,124,39,TRUE
"exp1047","true",13,114,64,64,NA,TRUE
"exp1048","true",NA,139,40,89,93,TRUE
"exp1054","true",10,192,103,71,40,TRUE
"exp1058","true",10,219,104,153,144,TRUE
"exp1037","true",12,52,93,233,163,TRUE
"exp1038","true",13,74,107,83,114,TRUE
"exp1042","true",18,141,48,94,36,TRUE
"exp1044","true",12,204,159,130,147,TRUE
"exp1045","true",15,80,58,107,69,TRUE
"exp1046","true",14,101,64,379,100,TRUE
"exp1023","true",12,177,14,184,34,TRUE
"exp1024","true",9,181,42,98,324,TRUE
"exp1027","true",15,150,18,147,51,TRUE
"exp1031","true",12,189,NA,43,86,TRUE
"exp1033","true",14,133,41,199,75,TRUE
"exp1034","true",14,128,16,148,106,TRUE
"exp1036","true",14,201,72,49,106,TRUE
"exp1039","true",10,216,51,349,116,TRUE
"exp1040","true",7,155,44,468,54,TRUE
"exp1019","true",14,101,50,29,65,TRUE
"exp1020","true",12,174,44,315,113,TRUE
"exp1021","true",15,106,63,99,52,TRUE
"exp1022","true",12,273,39,142,131,TRUE
"exp1025","true",11,156,108,171,50,TRUE
"exp1026","true",10,137,56,112,45,TRUE
"exp1028","true",12,112,113,313,114,TRUE
"exp1029","true",13,183,19,45,30,TRUE
"exp1004","true",13,111,56,64,19,TRUE
"exp1006","true",12,150,NA,178,35,TRUE
"exp1016","true",10,57,143,150,89,TRUE
"exp1018","true",13,69,37,28,37,TRUE
"exp995","true",14,82,40,153,20,TRUE
"exp998","true",13,168,34,57,57,TRUE
"exp1002","true",16,129,60,138,143,TRUE
"exp1005","true",16,96,140,183,56,TRUE
"exp1007","true",15,144,38,118,87,TRUE
"exp1009","true",17,294,161,62,66,TRUE
"exp1012","true",17,69,60,34,27,TRUE
"exp1015","true",15,100,40,54,71,TRUE
"exp984","true",13,191,48,237,82,TRUE
"exp985","true",16,113,18,63,67,TRUE
"exp989","true",13,80,50,88,49,TRUE
"exp991","true",12,93,41,86,85,TRUE
"exp979","true",15,111,173,222,137,TRUE
"exp983","true",16,235,34,53,81,TRUE
"exp986","true",10,77,38,184,91,TRUE
"exp987","true",12,147,24,77,98,TRUE
"exp988","true",11,126,88,269,94,TRUE
"exp990","true",17,269,199,319,47,TRUE
"exp993","true",18,225,53,53,95,TRUE
"exp970","true",17,92,43,124,61,TRUE
"exp973","true",NA,42,95,134,83,TRUE
"exp974","true",14,94,48,106,85,TRUE
"exp976","true",13,176,103,121,167,TRUE
"exp981","true",14,71,96,299,144,TRUE
"exp954","true",13,420,142,305,149,TRUE
"exp957","true",11,503,40,488,202,TRUE
"exp959","true",11,145,56,247,81,TRUE
"exp962","true",18,135,223,283,110,TRUE
"exp963","true",14,79,47,186,19,TRUE
"exp977","true",14,111,87,48,42,TRUE
"exp953","true",16,207,81,108,70,TRUE
"exp956","true",13,141,85,94,42,TRUE
"exp960","true",17,227,32,69,31,TRUE
"exp966","true",13,65,107,70,50,TRUE
"exp939","true",13,255,77,91,78,TRUE
"exp940","true",13,196,108,283,93,TRUE
"exp943","true",17,64,63,46,53,TRUE
"exp946","true",14,121,78,94,56,TRUE
"exp947","true",12,125,67,210,82,TRUE
"exp948","true",13,151,73,89,68,TRUE
"exp950","true",15,74,60,30,37,TRUE
"exp951","true",NA,75,52,53,165,TRUE
"exp952","true",13,107,178,157,283,TRUE
"exp961","true",9,223,106,205,81,TRUE
"exp934","true",16,58,84,112,123,TRUE
"exp935","true",17,46,121,221,39,TRUE
"exp937","true",7,125,90,125,97,TRUE
"exp938","true",8,209,246,152,115,TRUE
"exp941","true",11,95,50,59,50,TRUE
"exp919","true",11,111,82,109,70,TRUE
"exp925","true",14,123,46,239,86,TRUE
"exp928","true",13,85,97,145,151,TRUE
"exp930","true",14,174,66,92,44,TRUE
"exp931","true",11,94,111,172,72,TRUE
"exp932","true",12,121,40,106,67,TRUE
"exp912","true",15,151,95,638,105,TRUE
"exp913","true",9,126,96,141,59,TRUE
"exp915","true",13,183,35,185,81,TRUE
"exp916","true",11,163,NA,133,75,TRUE
"exp918","true",15,77,44,62,72,TRUE
"exp923","true",13,156,NA,84,114,TRUE
"exp897","true",6,152,54,166,30,TRUE
"exp899","true",15,84,90,325,76,TRUE
"exp904","true",6,405,47,109,59,TRUE
"exp905","true",15,93,92,269,155,TRUE
"exp910","true",15,91,60,83,49,TRUE
"exp911","true",9,134,23,240,78,TRUE
"exp914","true",12,147,74,71,57,TRUE
"exp891","true",13,97,36,275,17,TRUE
"exp895","true",15,98,34,136,NA,TRUE
"exp901","true",15,104,17,83,101,TRUE
"exp902","true",13,175,52,57,47,TRUE
"exp883","true",14,114,12,108,90,TRUE
"exp884","true",18,212,46,248,93,TRUE
"exp887","true",11,195,56,532,67,TRUE
"exp888","true",13,131,39,130,84,TRUE
"exp893","true",13,155,24,131,121,TRUE
"exp894","true",13,171,44,68,84,TRUE
"exp869","true",12,108,53,66,97,TRUE
"exp870","true",13,98,63,67,46,TRUE
"exp871","true",16,105,44,106,44,TRUE
"exp874","true",13,195,84,208,168,TRUE
"exp875","true",15,171,58,316,75,TRUE
"exp876","true",14,57,66,118,104,TRUE
"exp882","true",10,107,121,64,65,TRUE
"exp886","true",12,137,152,138,97,TRUE
"exp851","true",13,71,65,133,180,TRUE
"exp863","true",16,92,38,116,40,TRUE
"exp867","true",16,368,320,169,124,TRUE
"exp852","true",10,214,44,180,54,TRUE
"exp853","true",8,105,17,111,112,TRUE
"exp855","true",12,125,110,71,56,TRUE
"exp856","true",16,213,37,53,33,TRUE
"exp857","true",10,107,122,166,195,TRUE
"exp860","true",14,111,177,110,87,TRUE
"exp862","true",12,85,73,152,367,TRUE
"exp844","true",14,160,118,168,78,TRUE
"exp847","true",10,147,97,161,83,TRUE
"exp848","true",7,252,98,317,108,TRUE
"exp850","true",6,174,36,197,234,TRUE
"exp854","true",15,100,123,458,94,TRUE
"exp859","true",10,155,117,203,51,TRUE
"exp861","true",10,81,51,137,39,TRUE
"exp836","true",20,263,237,747,279,TRUE
"exp837","true",7,67,135,326,57,TRUE
"exp840","true",8,152,41,121,41,TRUE
"exp842","true",8,187,723,195,46,TRUE
"exp843","true",20,400,90,140,307,TRUE
"exp849","true",10,45,102,25,28,TRUE
"exp832","true",8,169,62,238,119,TRUE
"exp838","true",15,155,21,270,57,TRUE
"exp819","true",13,48,99,242,61,TRUE
"exp820","true",8,89,57,390,112,TRUE
"exp821","true",8,18,139,191,45,TRUE
"exp826","true",9,81,172,183,114,TRUE
"exp830","true",10,93,36,18,44,TRUE
"exp831","true",10,211,88,178,47,TRUE
"exp834","true",16,92,63,70,39,TRUE
"exp814","true",14,392,98,130,113,TRUE
"exp824","true",13,234,114,161,284,TRUE
"exp825","true",14,69,134,91,65,TRUE
"exp829","true",10,222,68,315,103,TRUE
"exp808","true",16,354,262,158,154,TRUE
"exp813","true",17,128,157,205,75,TRUE
"exp815","true",17,163,111,60,87,TRUE
"exp816","true",16,362,211,172,54,TRUE
"exp818","true",11,137,88,257,67,TRUE
"exp797","true",NA,182,53,55,23,TRUE
"exp801","true",NA,327,37,34,44,TRUE
"exp803","true",19,142,46,420,19,TRUE
"exp807","true",9,129,208,40,92,TRUE
"exp809","true",NA,117,143,117,104,TRUE
"exp810","true",15,99,38,348,39,TRUE
"exp811","true",9,129,36,145,51,TRUE
"exp817","true",9,74,49,28,120,TRUE
"exp791","true",NA,256,83,160,190,TRUE
"exp794","true",NA,291,44,416,137,TRUE
"exp795","true",6,56,191,182,195,TRUE
"exp798","true",9,126,77,64,48,TRUE
"exp799","true",12,199,59,73,96,TRUE
"exp802","true",8,111,49,58,87,TRUE
"exp806","true",10,85,117,223,162,TRUE
"exp781","true",10,75,45,57,33,TRUE
"exp782","true",11,42,130,219,279,TRUE
"exp784","true",10,33,110,130,60,TRUE
"exp790","true",NA,124,27,104,90,TRUE
"exp804","true",15,22,122,100,33,TRUE
"exp805","true",NA,94,48,149,147,TRUE
"exp778","true",14,185,156,68,86,TRUE
"exp785","true",14,194,64,100,71,TRUE
"exp787","true",11,106,58,41,86,TRUE
"exp792","true",11,284,36,96,72,TRUE
"exp768","true",NA,163,93,133,216,TRUE
"exp769","true",15,286,137,260,121,TRUE
"exp771","true",NA,213,NA,257,200,TRUE
"exp775","true",12,111,103,107,119,TRUE
"exp759","true",14,84,156,114,96,TRUE
"exp762","true",17,80,39,77,38,TRUE
"exp763","true",13,153,100,30,60,TRUE
"exp764","true",16,46,144,99,152,TRUE
"exp765","true",16,125,58,188,49,TRUE
"exp767","true",13,73,113,194,109,TRUE
"exp770","true",14,187,145,233,100,TRUE
"exp772","true",13,225,110,60,31,TRUE
"exp754","true",14,71,128,122,162,TRUE
"exp756","true",10,154,184,351,251,TRUE
"exp757","true",10,103,97,97,117,TRUE
"exp760","true",14,72,49,88,19,TRUE
"exp744","true",11,199,77,60,59,TRUE
"exp745","true",14,162,143,71,86,TRUE
"exp755","true",17,147,62,217,232,TRUE
"exp733","true",10,112,138,66,40,TRUE
"exp735","true",14,108,57,90,71,TRUE
"exp740","true",13,65,56,131,66,TRUE
"exp741","true",15,158,110,239,106,TRUE
"exp743","true",13,57,58,225,76,TRUE
"exp724","true",15,269,106,66,104,TRUE
"exp726","true",NA,90,118,61,104,TRUE
"exp729","true",18,63,63,49,87,TRUE
"exp730","true",10,84,82,NA,191,TRUE
"exp706","true",11,114,127,93,68,TRUE
"exp708","true",14,299,104,311,98,TRUE
"exp716","true",15,425,232,140,67,TRUE
"exp717","true",11,125,62,74,45,TRUE
"exp718","true",NA,536,254,240,149,TRUE
"exp720","true",13,150,88,51,102,TRUE
"exp722","true",NA,614,172,305,78,TRUE
"exp723","true",15,225,111,336,185,TRUE
"exp725","true",15,95,88,91,NA,TRUE
"exp728","true",13,201,241,254,62,TRUE
"exp704","true",11,162,NA,251,97,TRUE
"exp707","true",11,263,146,128,84,TRUE
"exp709","true",7,125,259,148,31,TRUE
"exp712","true",15,86,42,108,47,TRUE
"exp700","true",16,153,139,101,296,TRUE
"exp701","true",17,136,70,52,64,TRUE
"exp702","true",11,93,51,174,70,TRUE
"exp710","true",14,292,151,161,202,TRUE
"exp711","true",11,75,58,125,115,TRUE
"exp713","true",18,78,276,100,47,TRUE
"exp691","true",8,76,31,72,38,TRUE
"exp692","true",17,51,106,155,88,TRUE
"exp693","true",14,400,385,287,175,TRUE
"exp694","true",17,107,61,86,30,TRUE
"exp699","true",7,140,80,149,58,TRUE
"exp715","true",11,354,201,204,152,TRUE
"exp683","true",9,119,74,139,162,TRUE
"exp686","true",11,74,74,41,NA,TRUE
"exp690","true",11,114,113,124,35,TRUE
"exp695","true",18,117,68,390,28,TRUE
"exp696","true",16,126,188,216,NA,TRUE
"exp698","true",6,107,116,111,89,TRUE
"exp675","true",11,142,95,212,147,TRUE
"exp677","true",18,72,52,34,26,TRUE
"exp680","true",12,249,155,188,89,TRUE
"exp681","true",6,243,89,225,67,TRUE
"exp684","true",7,181,41,32,101,TRUE
"exp685","true",6,104,86,305,172,TRUE
"exp662","true",14,185,23,25,NA,TRUE
"exp666","true",15,393,395,224,167,TRUE
"exp668","true",14,210,189,60,80,TRUE
"exp671","true",11,174,190,95,147,TRUE
"exp673","true",9,104,94,379,68,TRUE
"exp676","true",12,128,77,93,237,TRUE
"exp678","true",10,90,60,117,94,TRUE
"exp682","true",11,131,238,613,144,TRUE
"exp655","true",9,103,551,178,62,TRUE
"exp663","true",11,155,87,136,30,TRUE
"exp665","true",16,72,81,126,79,TRUE
"exp669","true",15,121,63,51,35,TRUE
"exp672","true",11,120,69,45,34,TRUE
"exp650","true",7,142,153,200,100,TRUE
"exp656","true",NA,131,265,247,85,TRUE
"exp657","true",10,131,161,238,42,TRUE
"exp659","true",16,164,144,367,102,TRUE
"exp660","true",13,87,46,82,191,TRUE
"exp664","true",NA,326,94,74,123,TRUE
"exp670","true",12,235,72,56,25,TRUE
"exp643","true",NA,209,580,40,622,TRUE
"exp646","true",15,142,101,59,81,TRUE
"exp648","true",14,134,51,75,75,TRUE
"exp651","true",13,123,61,66,77,TRUE
"exp652","true",14,143,174,151,111,TRUE
"exp653","true",14,286,81,128,47,TRUE
"exp654","true",14,139,79,141,25,TRUE
"exp628","true",10,157,56,81,83,TRUE
"exp639","true",18,183,237,297,136,TRUE
"exp641","true",8,474,254,103,126,TRUE
"exp644","true",7,231,174,423,102,TRUE
"exp645","true",18,75,210,132,134,TRUE
"exp647","true",8,167,176,121,149,TRUE
"exp617","true",14,164,29,42,40,TRUE
"exp620","true",10,210,464,180,101,TRUE
"exp623","true",11,186,348,140,192,TRUE
"exp624","true",17,88,25,253,39,TRUE
"exp627","true",15,241,124,183,128,TRUE
"exp631","true",16,166,92,185,39,TRUE
"exp638","true",14,166,44,141,111,TRUE
"exp640","true",12,371,86,115,63,TRUE
"exp615","true",9,198,34,NA,NA,TRUE
"exp616","true",17,79,127,121,79,TRUE
"exp619","true",8,83,61,218,59,TRUE
"exp626","true",NA,75,110,104,99,TRUE
"exp629","true",12,278,34,66,37,TRUE
"exp630","true",15,196,38,47,30,TRUE
"exp634","true",10,51,59,213,81,TRUE
"exp637","true",13,150,44,49,NA,TRUE
"exp622","true",18,359,57,214,85,TRUE
"exp636","true",16,444,39,130,100,TRUE
"exp595","true",17,172,230,174,210,TRUE
"exp598","true",15,172,246,265,144,TRUE
"exp612","true",11,65,72,66,54,TRUE
"exp613","true",11,150,23,99,55,TRUE
"exp596","true",15,222,201,334,134,TRUE
"exp597","true",15,414,114,254,153,TRUE
"exp584","true",12,196,54,108,203,TRUE
"exp599","true",11,93,75,221,144,TRUE
"exp574","true",11,90,255,78,58,TRUE
"exp582","true",NA,255,85,141,65,TRUE
"exp558","true",NA,185,58,35,76,TRUE
"exp560","true",11,201,93,57,124,TRUE
"exp562","true",11,228,59,157,91,TRUE
"exp564","true",NA,75,117,64,57,TRUE
"exp579","true",15,267,233,158,71,TRUE
"exp556","true",9,116,104,234,53,TRUE
"exp561","true",8,129,44,73,35,TRUE
"exp567","true",10,276,60,238,67,TRUE
"exp545","true",8,157,52,63,98,TRUE
"exp552","true",11,64,90,107,45,TRUE
"exp555","true",7,221,101,169,78,TRUE
"exp559","true",13,93,56,88,51,TRUE
"exp570","true",15,109,31,297,99,TRUE
"exp571","true",9,383,345,70,29,TRUE
"exp577","true",6,169,93,418,75,TRUE
"exp520","true",11,444,58,282,239,TRUE
"exp523","true",8,82,92,69,78,TRUE
"exp542","true",13,173,271,74,104,TRUE
"exp543","true",6,134,45,161,96,TRUE
"exp551","true",15,100,156,110,42,TRUE
"exp553","true",12,192,141,160,47,TRUE
"exp519","true",8,192,132,148,180,TRUE
"exp521","true",14,136,137,71,53,TRUE
"exp528","true",8,295,202,173,147,TRUE
"exp532","true",12,296,137,104,78,TRUE
"exp537","true",7,158,167,179,58,TRUE
"exp514","true",9,369,258,191,166,TRUE
"exp522","true",14,195,323,482,123,TRUE
"exp527","true",14,85,53,125,22,TRUE
"exp536","true",13,359,234,280,50,TRUE
"exp549","true",8,503,197,373,244,TRUE
"exp516","true",15,139,22,91,50,TRUE
"exp550","true",5,82,109,47,52,TRUE
"exp515","true",15,114,186,169,128,TRUE
"exp525","true",8,142,225,138,132,TRUE
"exp529","true",8,92,160,72,46,TRUE
"exp533","true",10,55,161,200,97,TRUE
"exp534","true",13,375,163,147,NA,TRUE
"exp540","true",10,161,163,123,34,TRUE
"exp546","true",15,346,175,41,NA,TRUE
"exp548","true",15,131,371,360,107,TRUE
"exp508","true",14,70,99,134,78,TRUE
"exp510","true",13,202,83,89,73,TRUE
"exp531","true",14,53,115,52,79,TRUE
"exp544","true",10,124,35,43,116,TRUE
"exp496","true",10,81,32,110,89,TRUE
"exp498","true",11,121,113,169,116,TRUE
"exp500","true",8,82,33,127,85,TRUE
"exp501","true",10,65,123,93,26,TRUE
"exp507","true",NA,193,35,136,46,TRUE
"exp509","true",10,80,41,285,82,TRUE
"exp512","true",13,121,98,343,77,TRUE
"exp494","true",12,124,53,71,24,TRUE
"exp495","true",13,156,348,143,78,TRUE
"exp499","true",15,112,242,67,58,TRUE
"exp506","true",13,130,243,220,76,TRUE
"exp477","true",11,80,98,103,55,TRUE
"exp478","true",14,153,77,81,82,TRUE
"exp480","true",14,145,NA,69,84,TRUE
"exp483","true",17,109,89,201,97,TRUE
"exp484","true",13,147,93,63,72,TRUE
"exp485","true",NA,74,52,93,99,TRUE
"exp491","true",14,99,77,250,78,TRUE
"exp502","true",14,128,NA,151,108,TRUE
"exp503","true",9,138,188,198,108,TRUE
"exp466","true",NA,157,77,175,67,TRUE
"exp468","true",16,204,76,107,101,TRUE
"exp469","true",15,228,125,339,86,TRUE
"exp475","true",15,88,35,56,54,TRUE
"exp481","true",16,114,89,86,38,TRUE
"exp482","true",19,167,72,128,NA,TRUE
"exp457","true",6,253,279,375,328,TRUE
"exp459","true",20,181,68,115,83,TRUE
"exp462","true",14,254,239,349,233,TRUE
"exp463","true",9,157,61,102,50,TRUE
"exp464","true",17,333,66,182,85,TRUE
"exp470","true",14,260,248,325,205,TRUE
"exp472","true",13,188,275,290,152,TRUE
"exp473","true",9,157,41,31,26,TRUE
"exp449","true",9,132,104,106,66,TRUE
"exp450","true",11,63,104,61,72,TRUE
"exp451","true",16,174,24,317,114,TRUE
"exp452","true",12,460,70,79,72,TRUE
"exp453","true",14,103,72,150,122,TRUE
"exp455","true",13,153,109,71,33,TRUE
"exp456","true",10,126,49,129,146,TRUE
"exp458","true",11,164,112,163,95,TRUE
"exp460","true",8,126,31,390,140,TRUE
"exp461","true",11,118,52,243,75,TRUE
"exp465","true",10,151,79,141,183,TRUE
"exp435","true",10,236,84,165,121,TRUE
"exp439","true",18,189,191,118,41,TRUE
"exp442","true",10,89,37,134,124,TRUE
"exp444","true",12,204,347,99,117,TRUE
"exp445","true",9,238,177,351,31,TRUE
"exp425","true",11,247,61,165,142,TRUE
"exp434","true",11,126,66,49,40,TRUE
"exp437","true",17,130,135,70,84,TRUE
"exp438","true",15,110,25,58,60,TRUE
"exp443","true",18,100,58,85,41,TRUE
"exp446","true",13,75,44,71,85,TRUE
"exp419","true",10,108,74,99,145,TRUE
"exp421","true",14,282,115,145,85,TRUE
"exp423","true",10,262,71,88,106,TRUE
"exp426","true",9,82,97,204,100,TRUE
"exp427","true",11,237,101,202,121,TRUE
"exp428","true",12,79,41,101,146,TRUE
"exp430","true",13,114,27,64,60,TRUE
"exp432","true",12,132,34,96,125,TRUE
"exp406","true",9,224,175,211,236,TRUE
"exp407","true",10,105,242,206,98,TRUE
"exp408","true",12,152,56,187,85,TRUE
"exp409","true",13,153,153,239,112,TRUE
"exp411","true",14,66,55,109,48,TRUE
"exp416","true",13,120,63,70,81,TRUE
"exp418","true",NA,115,116,152,439,TRUE
"exp422","true",14,55,67,114,NA,TRUE
"exp398","true",13,86,79,123,67,TRUE
"exp404","true",17,94,117,104,101,TRUE
"exp405","true",7,158,57,134,245,TRUE
"exp410","true",12,146,202,273,189,TRUE
"exp412","true",7,263,113,161,95,TRUE
"exp414","true",14,190,171,146,92,TRUE
"exp391","true",16,146,67,58,99,TRUE
"exp393","true",14,83,118,88,95,TRUE
"exp395","true",14,144,94,255,105,TRUE
"exp399","true",11,82,70,67,290,TRUE
"exp401","true",14,82,113,136,100,TRUE
"exp385","true",10,177,32,62,41,TRUE
"exp388","true",12,94,94,111,63,TRUE
"exp389","true",13,48,191,119,81,TRUE
"exp396","true",9,334,188,244,140,TRUE
"exp400","true",13,152,82,119,91,TRUE
"exp371","true",15,147,82,83,137,TRUE
"exp377","true",8,131,102,220,108,TRUE
"exp378","true",14,197,134,194,131,TRUE
"exp379","true",11,156,212,313,215,TRUE
"exp381","true",11,461,16,107,144,TRUE
"exp382","true",7,116,29,88,29,TRUE
"exp390","true",9,95,72,59,63,TRUE
"exp360","true",NA,78,50,163,100,TRUE
"exp361","true",11,83,27,60,53,TRUE
"exp368","true",12,340,80,223,73,TRUE
"exp373","true",16,67,50,111,102,TRUE
"exp375","true",17,176,108,101,110,TRUE
"exp376","true",12,65,69,63,55,TRUE
"exp383","true",13,264,140,276,96,TRUE
"exp362","true",10,89,47,52,53,TRUE
"exp363","true",15,290,76,175,53,TRUE
"exp364","true",11,128,50,69,53,TRUE
"exp365","true",12,75,50,57,33,TRUE
"exp366","true",13,175,53,54,57,TRUE
"exp367","true",15,151,69,66,53,TRUE
"exp369","true",13,449,221,369,265,TRUE
"exp355","true",14,612,251,324,271,TRUE
"exp351","true",18,418,190,78,57,TRUE
"exp358","true",16,313,121,200,216,TRUE
"exp347","true",15,130,105,261,149,TRUE
"exp353","true",9,185,79,119,126,TRUE
"exp333","true",17,196,109,80,96,TRUE
"exp335","true",9,88,94,61,70,TRUE
"exp336","true",11,116,79,100,63,TRUE
"exp338","true",14,395,80,122,39,TRUE
"exp340","true",14,136,61,117,64,TRUE
"exp341","true",15,153,64,193,128,TRUE
"exp343","true",10,103,104,82,34,TRUE
"exp348","true",11,164,65,99,24,TRUE
"exp318","true",8,110,84,152,65,TRUE
"exp327","true",8,63,113,64,36,TRUE
"exp329","true",7,142,47,57,26,TRUE
"exp334","true",11,648,189,120,66,TRUE
"exp337","true",12,182,95,98,77,TRUE
"exp344","true",14,42,142,264,99,TRUE
"exp345","true",10,284,280,248,111,TRUE
"exp349","true",17,225,27,53,20,TRUE
"exp320","true",11,84,45,53,60,TRUE
"exp321","true",18,319,97,162,87,TRUE
"exp322","true",8,37,114,52,28,TRUE
"exp323","true",17,102,90,100,194,TRUE
"exp325","true",14,92,47,47,43,TRUE
"exp308","true",10,76,71,162,89,TRUE
"exp309","true",20,104,74,79,52,TRUE
"exp314","true",9,70,107,287,74,TRUE
"exp317","true",13,102,245,143,104,TRUE
"exp319","true",11,82,62,159,39,TRUE
"exp324","true",13,106,96,93,83,TRUE
"exp326","true",13,146,76,77,83,TRUE
"exp328","true",7,57,81,17,39,TRUE
"exp331","true",11,71,160,106,100,TRUE
"exp310","true",15,60,91,105,217,TRUE
"exp311","true",11,490,145,57,46,TRUE
"exp312","true",15,220,95,349,34,TRUE
"exp313","true",17,76,167,108,58,TRUE
"exp315","true",13,149,110,480,50,TRUE
"exp316","true",14,586,100,175,50,TRUE
"exp293","true",NA,157,218,307,298,TRUE
"exp294","true",12,289,139,185,83,TRUE
"exp300","true",11,164,261,413,119,TRUE
"exp303","true",14,376,204,125,88,TRUE
"exp304","true",16,216,74,141,38,TRUE
"exp305","true",12,223,114,149,126,TRUE
"exp307","true",17,154,63,89,60,TRUE
"exp289","true",11,221,130,145,134,TRUE
"exp291","true",10,93,125,361,147,TRUE
"exp292","true",10,159,58,255,134,TRUE
"exp295","true",14,174,88,200,93,TRUE
"exp297","true",12,110,72,44,89,TRUE
"exp302","true",12,90,55,50,73,TRUE
"exp276","true",10,143,48,120,87,TRUE
"exp281","true",12,102,65,96,54,TRUE
"exp286","true",18,274,88,184,65,TRUE
"exp296","true",14,104,85,185,152,TRUE
"exp299","true",13,90,116,18,229,TRUE
"exp275","true",12,95,89,147,104,TRUE
"exp277","true",13,72,107,142,113,TRUE
"exp278","true",14,122,186,155,64,TRUE
"exp280","true",NA,94,49,48,49,TRUE
"exp284","true",9,66,154,85,59,TRUE
"exp288","true",11,187,302,79,92,TRUE
"exp290","true",19,141,NA,78,51,TRUE
"exp269","true",10,277,46,320,122,TRUE
"exp283","true",14,190,NA,NA,28,TRUE
"exp259","true",9,68,225,134,132,TRUE
"exp266","true",15,128,75,113,25,TRUE
"exp267","true",10,90,110,173,39,TRUE
"exp245","true",13,201,65,117,140,TRUE
"exp252","true",14,165,194,219,102,TRUE
"exp253","true",16,183,111,155,261,TRUE
"exp254","true",14,148,NA,109,54,TRUE
"exp257","true",15,216,374,356,118,TRUE
"exp263","true",18,600,76,111,94,TRUE
"exp244","true",11,184,132,142,91,TRUE
"exp248","true",11,47,114,104,82,TRUE
"exp249","true",15,136,121,129,69,TRUE
"exp255","true",NA,94,44,67,42,TRUE
"exp256","true",13,294,50,65,36,TRUE
"exp231","true",12,89,128,36,73,TRUE
"exp233","true",14,167,65,255,70,TRUE
"exp237","true",13,308,352,269,212,TRUE
"exp239","true",13,228,327,247,136,TRUE
